64,getrf,64,0.224084,0.000771
64,getrf,128,1.280170,0.001086
64,getrf,192,3.364146,0.001397
64,getrf,256,6.759921,0.001650
64,getrf,320,11.035340,0.001975
64,getrf,384,16.227001,0.002322
64,getrf,448,21.925430,0.002729
64,getrf,512,29.730896,0.003005
64,getrf,576,37.556925,0.003388
64,getrf,640,45.664683,0.003823
64,getrf,704,56.409395,0.004119
64,getrf,768,67.906106,0.004443
64,getrf,832,79.848798,0.004804
64,getrf,896,91.668010,0.005227
64,getrf,960,103.607518,0.005688
64,getrf,1024,117.714159,0.006077
64,getrf,1088,131.054705,0.006547
64,getrf,1152,143.398298,0.007103
64,getrf,1216,158.217354,0.007572
64,getrf,1280,171.939614,0.008127
64,getrf,1344,185.932466,0.008700
64,getrf,1408,200.868110,0.009259
64,getrf,1472,214.019774,0.009930
64,getrf,1536,228.708134,0.010558
64,getrf,1600,245.691196,0.011109
64,getrf,1664,261.043629,0.011761
64,getrf,1728,275.518798,0.012480
64,getrf,1792,291.405768,0.013160
64,getrf,1856,306.948439,0.013880
64,getrf,1920,319.865432,0.014746
64,getrf,1984,335.975305,0.015490
64,getrf,2048,350.394155,0.016337
64,getrf,2112,363.857796,0.017255
64,getrf,2176,376.003508,0.018262
64,getrf,2240,391.129853,0.019151
64,getrf,2304,402.089775,0.020272
64,getrf,2368,417.014470,0.021221
64,getrf,2432,428.513335,0.022372
64,getrf,2496,439.275366,0.023593
64,getrf,2560,454.149635,0.024621
64,getrf,2624,463.546905,0.025977
64,getrf,2688,474.580682,0.027275
64,getrf,2752,486.906876,0.028529
64,getrf,2816,496.398609,0.029982
64,getrf,2880,506.499033,0.031434
64,getrf,2944,518.271982,0.032814
64,getrf,3008,528.350059,0.034333
64,getrf,3072,536.025461,0.036048
64,getrf,3136,543.836530,0.037798
64,getrf,3200,551.297684,0.039616
64,getrf,3264,559.922728,0.041393
64,getrf,3328,569.849758,0.043112
64,getrf,3392,577.186129,0.045068
64,getrf,3456,585.574518,0.046984
64,getrf,3520,594.231934,0.048920
64,getrf,3584,602.525832,0.050927
64,getrf,3648,609.245924,0.053112
64,getrf,3712,617.434694,0.055215
64,getrf,3776,624.857856,0.057430
64,getrf,3840,631.441165,0.059770
64,getrf,3904,638.506412,0.062114
64,getrf,3968,646.318818,0.064431
64,getrf,4032,652.157377,0.066994
64,getrf,4096,658.536065,0.069555
64,getrf,4160,674.211799,0.071173
64,getrf,4224,691.090042,0.072689
64,getrf,4288,687.603302,0.076429
64,getrf,4352,704.466841,0.077990
64,getrf,4416,699.339355,0.082079
64,getrf,4480,717.197078,0.083566
64,getrf,4544,710.614044,0.088007
64,getrf,4608,728.719393,0.089498
64,getrf,4672,723.036808,0.094013
64,getrf,4736,740.712974,0.095593
64,getrf,4800,734.522223,0.100360
64,getrf,4864,751.823601,0.102025
64,getrf,4928,745.292165,0.107036
64,getrf,4992,763.990016,0.108537
64,getrf,5056,756.663467,0.113858
64,getrf,5120,773.769337,0.115623
64,getrf,5184,766.979316,0.121076
64,getrf,5248,783.647506,0.122944
64,getrf,5312,776.585862,0.128657
64,getrf,5376,793.243553,0.130563
64,getrf,5440,786.820642,0.136386
64,getrf,5504,803.539914,0.138318
64,getrf,5568,796.732800,0.144423
64,getrf,5632,812.447980,0.146569
64,getrf,5696,806.908610,0.152664
64,getrf,5760,821.789110,0.155010
64,getrf,5824,816.142791,0.161343
64,getrf,5888,830.359874,0.163867
64,getrf,5952,824.640563,0.170443
64,getrf,6016,838.978861,0.172992
64,getrf,6080,833.177564,0.179816
64,getrf,6144,845.937311,0.182756
64,getrf,6208,841.339117,0.189557
64,getrf,6272,854.870021,0.192387
64,getrf,6336,849.601753,0.199566
64,getrf,6400,862.243987,0.202660
64,getrf,6464,856.560062,0.210186
64,getrf,6528,869.071239,0.213375
64,getrf,6592,863.515291,0.221127
64,getrf,6656,875.546442,0.224502
64,getrf,6720,870.638328,0.232343
64,getrf,6784,882.226310,0.235906
64,getrf,6848,877.449445,0.243967
64,getrf,6912,888.843624,0.247655
64,getrf,6976,883.994591,0.255995
64,getrf,7040,894.551720,0.260001
64,getrf,7104,890.351919,0.268417
64,getrf,7168,900.891033,0.272512
64,getrf,7232,896.747752,0.281170
64,getrf,7296,906.018146,0.285747
64,getrf,7360,902.287854,0.294546
64,getrf,7424,912.152037,0.299028
64,getrf,7488,908.397335,0.308097
64,getrf,7552,917.786820,0.312831
64,getrf,7616,914.170023,0.322122
64,getrf,7680,922.497050,0.327329
64,getrf,7744,919.845031,0.336549
64,getrf,7808,927.832399,0.341993
64,getrf,7872,925.144118,0.351490
64,getrf,7936,932.872478,0.357150
64,getrf,8000,929.615725,0.367142
64,getrf,8064,937.066800,0.373035
64,getrf,8128,934.934831,0.382859
64,getrf,8192,941.486712,0.389246
64,getrf,8256,939.399116,0.399327
64,getrf,8320,946.076042,0.405801
64,getrf,8384,943.808852,0.416236
64,getrf,8448,951.185687,0.422539
64,getrf,8512,948.014384,0.433661
64,getrf,8576,954.949815,0.440296
64,getrf,8640,951.987031,0.451628
64,getrf,8704,958.685408,0.458513
64,getrf,8768,955.888761,0.470074
64,getrf,8832,962.428467,0.477178
64,getrf,8896,959.641237,0.489044
64,getrf,8960,966.196067,0.496285
64,getrf,9024,963.303706,0.508518
64,getrf,9088,969.667756,0.516006
64,getrf,9152,967.340889,0.528253
64,getrf,9216,972.678397,0.536453
64,getrf,9280,970.811671,0.548760
64,getrf,9344,976.826562,0.556743
64,getrf,9408,974.168347,0.569813
64,getrf,9472,980.469085,0.577784
64,getrf,9536,977.446844,0.591398
64,getrf,9600,983.307995,0.599790
64,getrf,9664,980.618541,0.613544
64,getrf,9728,986.996891,0.621771
64,getrf,9792,983.729189,0.636230
64,getrf,9856,990.012916,0.644669
64,getrf,9920,986.680077,0.659530
64,getrf,9984,992.987601,0.668107
64,getrf,10048,989.746537,0.683268
64,getrf,10112,996.031809,0.692013
64,getrf,10176,992.851489,0.707496
64,getrf,10240,998.271811,0.717015
64,getrf,10304,1005.735388,0.725122
64,getrf,10368,1009.117153,0.736242
64,getrf,10432,1010.687676,0.748796
64,getrf,10496,1015.283636,0.759210
64,getrf,10560,1012.079941,0.775630
64,getrf,10624,1015.871144,0.786871
64,getrf,10688,1018.159809,0.799377
64,getrf,10752,1023.365973,0.809683
64,getrf,10816,1017.082604,0.829321
64,getrf,10880,1020.309427,0.841460
64,getrf,10944,1021.795815,0.855152
64,getrf,11008,1026.123586,0.866572
64,getrf,11072,1023.438304,0.884089
64,getrf,11136,1026.655253,0.896690
64,getrf,11200,1028.771768,0.910363
64,getrf,11264,1033.431444,0.921884
64,getrf,11328,1027.651601,0.942961
