16,getrf,64,0.229259,0.000754
16,getrf,128,1.652818,0.000841
16,getrf,192,4.402736,0.001068
16,getrf,256,8.828316,0.001263
16,getrf,320,15.692567,0.001389
16,getrf,384,23.606480,0.001596
16,getrf,448,35.160296,0.001702
16,getrf,512,46.501055,0.001921
16,getrf,576,60.050510,0.002119
16,getrf,640,73.633337,0.002371
16,getrf,704,99.223839,0.002342
16,getrf,768,120.792983,0.002498
16,getrf,832,142.722625,0.002688
16,getrf,896,167.323807,0.002864
16,getrf,960,196.415830,0.003001
16,getrf,1024,228.778733,0.003127
16,getrf,1088,257.030611,0.003338
16,getrf,1152,282.854558,0.003601
16,getrf,1216,323.913014,0.003698
16,getrf,1280,358.391358,0.003899
16,getrf,1344,404.983127,0.003994
16,getrf,1408,434.044820,0.004285
16,getrf,1472,477.009203,0.004455
16,getrf,1536,527.700554,0.004576
16,getrf,1600,566.687606,0.004816
16,getrf,1664,618.351609,0.004965
16,getrf,1728,662.243101,0.005192
16,getrf,1792,707.373468,0.005421
16,getrf,1856,759.079952,0.005613
16,getrf,1920,802.881629,0.005875
16,getrf,1984,870.623148,0.005978
16,getrf,2048,929.605518,0.006158
16,getrf,2112,982.264849,0.006392
16,getrf,2176,1045.478496,0.006568
16,getrf,2240,1099.633628,0.006812
16,getrf,2304,1144.777232,0.007120
16,getrf,2368,1234.264319,0.007170
16,getrf,2432,1300.797316,0.007370
16,getrf,2496,1337.689807,0.007747
16,getrf,2560,1434.634057,0.007794
16,getrf,2624,1506.754241,0.007992
16,getrf,2688,1553.106247,0.008334
16,getrf,2752,1588.354220,0.008746
16,getrf,2816,1652.597928,0.009006
16,getrf,2880,1763.207215,0.009030
16,getrf,2944,1850.493860,0.009190
16,getrf,3008,1939.051098,0.009355
16,getrf,3072,1960.573544,0.009856
16,getrf,3136,2106.419538,0.009759
16,getrf,3200,2162.186848,0.010101
16,getrf,3264,2276.646158,0.010180
16,getrf,3328,2377.803432,0.010332
16,getrf,3392,2447.306887,0.010629
16,getrf,3456,2523.183582,0.010904
16,getrf,3520,2631.664892,0.011046
16,getrf,3584,2716.803607,0.011294
