1160,101.25304
1152,100.272722
1144,95.2122
1136,94.128542
1128,92.23372
1120,93.20358
1112,88.52711
1104,88.561711
1096,84.368629
1088,82.983222
1080,81.57887
1072,80.968869
1064,76.585879
1056,75.307739
1048,74.47638
1040,73.155699
1032,68.84654
1024,69.526942
1016,64.142621
1008,62.666988
1000,62.761559
992,61.84279
984,61.535759
976,60.6896
968,57.467601
960,56.191339
952,56.246619
944,55.902231
936,51.70928
928,51.420231
920,50.289102
912,51.306138
904,46.634982
896,46.38334
888,44.698889
880,44.46378
872,43.598981
864,43.545101
856,40.16741
848,40.03212
840,39.057231
832,38.93929
824,35.206091
816,34.85141
808,34.899409
800,33.916841
792,30.8599
784,30.714612
776,31.368752
768,29.855981
760,27.36901
752,27.05518
744,25.948169
736,26.341419
728,25.528951
720,26.326928
712,24.50115
704,25.234079
696,21.573679
688,21.344759
680,21.240821
672,20.94959
664,18.334811
656,18.00086
648,17.447948
640,17.45347
632,17.142451
624,16.74428
616,16.269722
608,16.097009
600,14.010148
592,13.888121
584,13.34367
576,13.209369
568,12.90401
560,12.796061
552,10.96519
544,10.63035
536,10.147371
528,10.009439
520,9.798579
512,9.679332
504,7.971239
496,8.025789
488,7.488739
480,7.318981
472,7.191079
464,6.98833
456,6.77516
448,6.72492
440,6.439409
432,6.302791
424,4.903369
416,4.887629
408,4.572189
400,4.498131
392,4.332101
384,4.294419
376,4.100592
368,4.0274
360,3.884182
352,3.793149
344,2.60103
336,2.52367
328,2.410929
320,2.32758
312,2.24057
304,2.148559
296,2.08884
288,2.011149
280,1.939349
272,1.86132
264,1.73661
256,1.4622
248,0.734661
240,0.671961
232,0.651631
224,0.63041
216,0.6055
208,0.59267
200,0.564899
192,0.54373
184,0.519178
176,0.49788
168,0.477669
160,0.456159
152,0.44004
144,0.414159
136,0.394809
128,0.374081
120,0.351372
112,0.330572
104,0.30802
96,0.287809
