1144,121.256790
1136,123.430619
1128,117.420020
1120,116.908231
1112,113.782170
1104,108.853359
1096,113.112471
1088,109.932332
1080,102.223382
1072,103.624761
1064,100.550501
1056,100.847580
1048,92.833631
1040,91.027219
1032,88.199208
1024,81.492422
1016,76.877370
1008,76.651068
1000,74.495139
992,80.556850
984,76.356690
976,76.125119
968,72.232671
960,72.330880
952,70.734730
944,69.487801
936,68.866272
928,66.681740
920,62.553859
912,60.623710
904,59.604712
896,60.020230
888,56.219232
880,55.517361
872,54.279690
864,51.709940
856,48.872252
848,48.751762
840,48.237109
832,45.273869
824,42.251301
816,43.028169
808,42.207749
800,39.326971
792,38.440268
784,36.763699
776,36.302080
768,35.840292
760,33.437381
752,32.699711
744,31.497431
736,32.338710
728,30.115719
720,30.200241
712,29.820709
704,27.223239
696,25.842030
688,24.985220
680,24.577060
672,22.911570
664,21.408839
656,21.364031
648,20.642700
640,21.608918
632,19.682150
624,20.142870
616,19.135411
608,17.385921
600,16.674550
592,16.114759
584,15.611241
576,16.150160
568,14.713349
560,13.299720
552,12.700610
544,12.908008
536,12.026310
528,11.621759
520,11.599970
512,10.068810
504,9.090650
496,8.874321
488,8.857379
480,9.106948
472,8.216581
464,8.098302
456,8.003271
448,8.107929
440,7.310281
432,6.004140
424,5.792048
416,5.775070
408,5.306201
400,5.152941
392,5.213759
384,5.122468
376,4.693038
368,4.552929
360,4.472971
352,3.502641
344,3.065059
336,2.949429
328,2.811930
320,2.852988
312,2.561681
304,2.465751
296,2.387030
288,2.416930
280,2.167161
272,2.106769
264,1.995530
256,1.259141
248,1.079202
240,1.039128
232,0.977278
224,0.987971
216,0.871639
208,0.763810
200,0.605178
192,0.514169
184,0.495369
176,0.476580
168,0.453548
160,0.433071
152,0.414312
144,0.393920
136,0.371220
128,0.350599
120,0.330939
112,0.313349
104,0.290201
96,0.270178
