,pro,mat,x,y,compute,m,n,nnz,cu_time,flops,cu_gflops
3456,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-20/c-20.cbd,4,4,4,2921,2921,22685,0.41633,637629,3.063094180097519
3457,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-20/c-20.cbd,8,8,8,2921,2921,22685,0.41561,637629,3.0684006640841175
3458,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-20/c-20.cbd,2,2,2,2921,2921,22685,0.45556,637629,2.799319518833962
3459,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-31/c-31.cbd,2,2,2,5339,5339,78571,1.78392,5938091,6.657351226512399
3460,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-31/c-31.cbd,4,4,4,5339,5339,78571,1.59708,5938091,7.436184787236706
3461,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-31/c-31.cbd,8,8,8,5339,5339,78571,1.50703,5938091,7.880521290219836
3462,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-31/c-31.cbd,2,2,2,5339,5339,78571,1.58726,5938091,7.482190693396168
3463,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-67/c-67.cbd,2,2,2,57975,57975,531935,35.3009,120893775,6.849331036885745
3464,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-67/c-67.cbd,4,4,4,57975,57975,531935,38.85857,120893775,6.222245182980228
3465,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-67/c-67.cbd,8,8,8,57975,57975,531935,53.22669,120893775,4.542599774661923
3466,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-67/c-67.cbd,2,2,2,57975,57975,531935,35.33448,120893775,6.842821798990674
3467,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-42/c-42.cbd,2,2,2,10471,10471,110285,5.43549,19055171,7.011390325435242
3468,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-42/c-42.cbd,4,4,4,10471,10471,110285,6.13556,19055171,6.211387713590936
3469,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-42/c-42.cbd,8,8,8,10471,10471,110285,8.40836,19055171,4.532434624587911
3470,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-42/c-42.cbd,2,2,2,10471,10471,110285,5.44003,19055171,7.0055389400426105
3471,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-25/c-25.cbd,2,2,2,3797,3797,49635,0.78529,2171367,5.530102255217818
3472,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-25/c-25.cbd,4,4,4,3797,3797,49635,0.79337,2171367,5.473781463881921
3473,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-25/c-25.cbd,8,8,8,3797,3797,49635,0.75264,2171367,5.770001594387756
3474,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-25/c-25.cbd,2,2,2,3797,3797,49635,0.79373,2171367,5.471298804379322
3475,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-26/c-26.cbd,2,2,2,4307,4307,34537,0.52359,953013,3.640302526786226
3476,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-26/c-26.cbd,4,4,4,4307,4307,34537,0.52782,953013,3.6111287939070142
3477,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-26/c-26.cbd,8,8,8,4307,4307,34537,0.49168,953013,3.8765579238529124
3478,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-26/c-26.cbd,2,2,2,4307,4307,34537,0.52417,953013,3.6362744911002154
3479,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-60/c-60.cbd,2,2,2,43640,43640,298578,3.65489,10936428,5.984545636120377
3480,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-60/c-60.cbd,4,4,4,43640,43640,298578,3.72022,10936428,5.879452290455941
3481,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-60/c-60.cbd,8,8,8,43640,43640,298578,3.73226,10936428,5.860485603896834
3482,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-60/c-60.cbd,2,2,2,43640,43640,298578,3.64927,10936428,5.9937620400792495
3483,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-34/c-34.cbd,2,2,2,6611,6611,64333,1.02846,2545811,4.950724384030493
3484,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-34/c-34.cbd,4,4,4,6611,6611,64333,1.03055,2545811,4.9406841007229145
3485,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-34/c-34.cbd,8,8,8,6611,6611,64333,0.95987,2545811,5.304491233187827
3486,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-34/c-34.cbd,2,2,2,6611,6611,64333,1.02767,2545811,4.954530150729319
3487,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-22/c-22.cbd,2,2,2,3792,3792,28872,0.5059,822530,3.2517493575805494
3488,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-22/c-22.cbd,4,4,4,3792,3792,28872,0.50295,822530,3.270822149319018
3489,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-22/c-22.cbd,8,8,8,3792,3792,28872,0.4575,822530,3.59575956284153
3490,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-22/c-22.cbd,2,2,2,3792,3792,28872,0.50581,822530,3.252327949229948
3491,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-61/c-61.cbd,2,2,2,43618,43618,310016,4.49642,14455330,6.429706299678411
3492,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-61/c-61.cbd,4,4,4,43618,43618,310016,4.58822,14455330,6.301062285592235
3493,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-61/c-61.cbd,8,8,8,43618,43618,310016,6.09812,14455330,4.74091359304179
3494,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-61/c-61.cbd,2,2,2,43618,43618,310016,4.49913,14455330,6.425833438909301
3495,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-37/c-37.cbd,2,2,2,8204,8204,74676,1.09687,2484616,4.530374611394239
3496,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-37/c-37.cbd,4,4,4,8204,8204,74676,1.09942,2484616,4.519866838878681
3497,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-37/c-37.cbd,8,8,8,8204,8204,74676,1.02138,2484616,4.865213730443126
3498,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-37/c-37.cbd,2,2,2,8204,8204,74676,1.09891,2484616,4.521964492087614
3499,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-28/c-28.cbd,2,2,2,4598,4598,30590,0.34855,576608,3.308609955530053
3500,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-28/c-28.cbd,4,4,4,4598,4598,30590,0.34644,576608,3.328761113035446
3501,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-28/c-28.cbd,8,8,8,4598,4598,30590,0.36743,576608,3.138600549764581
3502,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-28/c-28.cbd,2,2,2,4598,4598,30590,0.35113,576608,3.284299262381454
3503,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-56/c-56.cbd,2,2,2,35910,35910,380900,11.05077,41155112,7.4483700230843635
3504,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-56/c-56.cbd,4,4,4,35910,35910,380900,11.29481,41155112,7.287437681554626
3505,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-56/c-56.cbd,8,8,8,35910,35910,380900,12.93992,41155112,6.36095308162647
3506,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-56/c-56.cbd,2,2,2,35910,35910,380900,11.06724,41155112,7.437285538219104
3507,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-19/c-19.cbd,2,2,2,2327,2327,21817,0.36086,539121,2.987978717508175
3508,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-19/c-19.cbd,4,4,4,2327,2327,21817,0.36263,539121,2.973394368915975
3509,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-19/c-19.cbd,8,8,8,2327,2327,21817,0.33816,539121,3.188555713271824
3510,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-19/c-19.cbd,2,2,2,2327,2327,21817,0.36194,539121,2.9790628280930544
3511,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-57/c-57.cbd,2,2,2,37833,37833,405197,246.1544,692624981,5.627565308603056
3512,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-57/c-57.cbd,2,2,2,37833,37833,405197,246.56669,692624981,5.618155323413719
3513,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-27/c-27.cbd,2,2,2,4563,4563,31375,0.44271,735443,3.322459397799914
3514,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-27/c-27.cbd,4,4,4,4563,4563,31375,0.44438,735443,3.309973446149692
3515,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-27/c-27.cbd,8,8,8,4563,4563,31375,0.40356,735443,3.644776489245713
3516,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-27/c-27.cbd,2,2,2,4563,4563,31375,0.44493,735443,3.3058818241071632
3517,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-45/c-45.cbd,2,2,2,13206,13206,174452,32.45018,97950686,6.036988762466032
3518,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-45/c-45.cbd,4,4,4,13206,13206,174452,38.29186,97950686,5.116005647153207
3519,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-45/c-45.cbd,8,8,8,13206,13206,174452,52.79721,97950686,3.71044932109102
3520,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-45/c-45.cbd,2,2,2,13206,13206,174452,32.39686,97950686,6.0469246710946685
3521,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-51/c-51.cbd,2,2,2,23196,23196,203050,3.27386,9459338,5.77870648103462
3522,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-51/c-51.cbd,4,4,4,23196,23196,203050,3.29906,9459338,5.734565603535552
3523,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-51/c-51.cbd,8,8,8,23196,23196,203050,3.21787,9459338,5.879254289328034
3524,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-51/c-51.cbd,2,2,2,23196,23196,203050,3.26572,9459338,5.79311024827603
3525,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-big/c-big.cbd,2,2,2,345241,345241,2341011,173.09616,474414355,5.481512183748039
3526,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-big/c-big.cbd,4,4,4,345241,345241,2341011,202.41579,474414355,4.687523191743096
3527,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-big/c-big.cbd,8,8,8,345241,345241,2341011,270.30209,474414355,3.5102529543889207
3528,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-big/c-big.cbd,2,2,2,345241,345241,2341011,173.16865,474414355,5.479217572002784
3529,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-44/c-44.cbd,2,2,2,10728,10728,85000,1.13804,2436354,4.281666725246915
3530,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-44/c-44.cbd,4,4,4,10728,10728,85000,1.14151,2436354,4.268651172569666
3531,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-44/c-44.cbd,8,8,8,10728,10728,85000,1.09605,2436354,4.445698645134802
3532,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-44/c-44.cbd,2,2,2,10728,10728,85000,1.14438,2436354,4.257945787238505
3533,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-52/c-52.cbd,2,2,2,23948,23948,202716,3.1311,7879718,5.033194723898949
3534,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-52/c-52.cbd,4,4,4,23948,23948,202716,3.15879,7879718,4.989073664282842
3535,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-52/c-52.cbd,8,8,8,23948,23948,202716,3.00416,7879718,5.245871058798466
3536,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-52/c-52.cbd,2,2,2,23948,23948,202716,3.11819,7879718,5.05403326930046
3537,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-35/c-35.cbd,2,2,2,6537,6537,62891,1.00703,2123163,4.21668272047506
3538,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-35/c-35.cbd,4,4,4,6537,6537,62891,1.00694,2123163,4.2170596063320565
3539,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-35/c-35.cbd,8,8,8,6537,6537,62891,0.93526,2123163,4.540262600774117
3540,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-35/c-35.cbd,2,2,2,6537,6537,62891,1.00026,2123163,4.245222242217024
3541,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-54/c-54.cbd,2,2,2,31793,31793,391693,14.42273,49537895,6.869420005782539
3542,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-54/c-54.cbd,4,4,4,31793,31793,391693,15.88652,49537895,6.23646903160667
3543,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-54/c-54.cbd,8,8,8,31793,31793,391693,20.0927,49537895,4.9309346180453595
3544,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-54/c-54.cbd,2,2,2,31793,31793,391693,14.46566,49537895,6.849033504174715
3545,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-41/c-41.cbd,2,2,2,9769,9769,101745,1.82344,4224843,4.633925986048348
3546,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-41/c-41.cbd,4,4,4,9769,9769,101745,1.83521,4224843,4.60420660305905
3547,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-41/c-41.cbd,8,8,8,9769,9769,101745,1.66034,4224843,5.08912993724177
3548,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-41/c-41.cbd,2,2,2,9769,9769,101745,1.81941,4224843,4.644190149553976
3549,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-24/c-24.cbd,2,2,2,4119,4119,35699,0.66364,1244197,3.7496142486890482
3550,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-24/c-24.cbd,4,4,4,4119,4119,35699,0.65991,1244197,3.770808140504008
3551,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-24/c-24.cbd,8,8,8,4119,4119,35699,0.58058,1244197,4.286048434324297
3552,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-24/c-24.cbd,2,2,2,4119,4119,35699,0.66629,1244197,3.73470110612496
3553,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-33/c-33.cbd,2,2,2,6317,6317,56123,2.19103,8094085,7.388383545638352
3554,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-33/c-33.cbd,4,4,4,6317,6317,56123,2.2356,8094085,7.241085167292898
3555,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-33/c-33.cbd,8,8,8,6317,6317,56123,3.02308,8094085,5.354859944162906
3556,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-33/c-33.cbd,2,2,2,6317,6317,56123,2.19971,8094085,7.3592291711180104
3557,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-47/c-47.cbd,2,2,2,15343,15343,211401,5.91763,26126381,8.830015056703445
3558,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-47/c-47.cbd,4,4,4,15343,15343,211401,6.13075,26126381,8.523061941850507
3559,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-47/c-47.cbd,8,8,8,15343,15343,211401,8.18298,26126381,6.385541941933134
3560,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-47/c-47.cbd,2,2,2,15343,15343,211401,5.91203,26126381,8.83837903393589
3561,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-50/c-50.cbd,2,2,2,22401,22401,193625,4.02339,13422587,6.672277358148229
3562,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-50/c-50.cbd,4,4,4,22401,22401,193625,4.07632,13422587,6.58563949837108
3563,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-50/c-50.cbd,8,8,8,22401,22401,193625,4.09665,13422587,6.552957660527504
3564,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-50/c-50.cbd,2,2,2,22401,22401,193625,4.02596,13422587,6.668018062772605
3565,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-23/c-23.cbd,2,2,2,3969,3969,31079,0.61236,1133019,3.7004997060552616
3566,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-23/c-23.cbd,4,4,4,3969,3969,31079,0.61034,1133019,3.7127469934790445
3567,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-23/c-23.cbd,8,8,8,3969,3969,31079,0.57454,1133019,3.944090924913844
3568,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-23/c-23.cbd,2,2,2,3969,3969,31079,0.60882,1133019,3.7220163595151274
3569,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-39/c-39.cbd,2,2,2,9271,9271,136811,3.84889,17781309,9.239707552047474
3570,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-39/c-39.cbd,4,4,4,9271,9271,136811,4.15861,17781309,8.551563623422249
3571,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-39/c-39.cbd,8,8,8,9271,9271,136811,5.11141,17781309,6.95749665943448
3572,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-39/c-39.cbd,2,2,2,9271,9271,136811,3.8602,17781309,9.212636132842857
3573,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-30/c-30.cbd,2,2,2,5321,5321,65693,9.85835,30446249,6.176743369833694
3574,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-30/c-30.cbd,4,4,4,5321,5321,65693,11.55407,30446249,5.270220623555163
3575,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-30/c-30.cbd,8,8,8,5321,5321,65693,15.86831,30446249,3.837365037612701
3576,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-30/c-30.cbd,2,2,2,5321,5321,65693,9.8615,30446249,6.174770369619227
3577,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-32/c-32.cbd,2,2,2,5975,5975,54471,7.7496,25216151,6.507729689274285
3578,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-32/c-32.cbd,4,4,4,5975,5975,54471,9.19476,25216151,5.484895962482979
3579,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-32/c-32.cbd,8,8,8,5975,5975,54471,13.07097,25216151,3.8583442544814956
3580,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-32/c-32.cbd,2,2,2,5975,5975,54471,7.74849,25216151,6.508661945746848
3581,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-62/c-62.cbd,2,2,2,41731,41731,559343,13.6813,56637013,8.279478265954259
3582,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-62/c-62.cbd,4,4,4,41731,41731,559343,14.23304,56637013,7.958526498906769
3583,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-62/c-62.cbd,8,8,8,41731,41731,559343,22.4136,56637013,5.053807777420852
3584,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-62/c-62.cbd,2,2,2,41731,41731,559343,13.67886,56637013,8.280955138074372
3585,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-65/c-65.cbd,2,2,2,48066,48066,360528,5.86176,19899180,6.789489846053062
3586,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-65/c-65.cbd,4,4,4,48066,48066,360528,5.99636,19899180,6.637086499142813
3587,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-65/c-65.cbd,8,8,8,48066,48066,360528,8.16859,19899180,4.872121137185242
3588,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-65/c-65.cbd,2,2,2,48066,48066,360528,5.86049,19899180,6.7909611653633055
3589,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-29/c-29.cbd,2,2,2,5033,5033,43731,0.79238,1665149,4.2029051717610235
3590,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-29/c-29.cbd,4,4,4,5033,5033,43731,0.80266,1665149,4.149076819574913
3591,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-29/c-29.cbd,8,8,8,5033,5033,43731,0.7277,1665149,4.576471073244469
3592,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-29/c-29.cbd,2,2,2,5033,5033,43731,0.79248,1665149,4.20237482333939
3593,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-38/c-38.cbd,2,2,2,8127,8127,77689,1.38138,2955037,4.2783839349056745
3594,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-38/c-38.cbd,4,4,4,8127,8127,77689,1.39088,2955037,4.249161681812954
3595,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-38/c-38.cbd,8,8,8,8127,8127,77689,1.29113,2955037,4.577443015033343
3596,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-38/c-38.cbd,2,2,2,8127,8127,77689,1.38151,2955037,4.277981339259217
3597,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-46/c-46.cbd,2,2,2,14913,14913,130397,7.34055,27473713,7.485464440675426
3598,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-46/c-46.cbd,4,4,4,14913,14913,130397,7.68523,27473713,7.149743859324965
3599,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-46/c-46.cbd,8,8,8,14913,14913,130397,11.59198,27473713,4.7401242928300436
3600,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-46/c-46.cbd,2,2,2,14913,14913,130397,7.34142,27473713,7.484577370590431
3601,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-18/c-18.cbd,2,2,2,2169,2169,15145,0.21383,264233,2.4714305756909694
3602,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-18/c-18.cbd,4,4,4,2169,2169,15145,0.21363,264233,2.473744324299022
3603,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-18/c-18.cbd,8,8,8,2169,2169,15145,0.20586,264233,2.5671135723307104
3604,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-18/c-18.cbd,2,2,2,2169,2169,15145,0.21395,264233,2.4700444028978734
3605,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-66b/c-66b.cbd,2,2,2,49989,49989,499007,17.42986,71702335,8.227528505679334
3606,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-66b/c-66b.cbd,4,4,4,49989,49989,499007,18.29361,71702335,7.839058009873392
3607,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-66b/c-66b.cbd,8,8,8,49989,49989,499007,27.13438,71702335,5.2849805302350745
3608,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-66b/c-66b.cbd,2,2,2,49989,49989,499007,17.45552,71702335,8.215433857026316
3609,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-40/c-40.cbd,2,2,2,9941,9941,81501,5.82181,20050201,6.887961304130502
3610,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-40/c-40.cbd,4,4,4,9941,9941,81501,6.41318,20050201,6.25281092999105
3611,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-40/c-40.cbd,8,8,8,9941,9941,81501,8.95538,20050201,4.4778001603505375
3612,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-40/c-40.cbd,2,2,2,9941,9941,81501,5.81157,20050201,6.90009790813842
3613,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-36/c-36.cbd,2,2,2,7479,7479,65941,2.16081,6634439,6.140696312956715
3614,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-36/c-36.cbd,4,4,4,7479,7479,65941,2.18345,6634439,6.0770239758180855
3615,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-36/c-36.cbd,8,8,8,7479,7479,65941,2.07567,6634439,6.392575891158035
3616,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-36/c-36.cbd,2,2,2,7479,7479,65941,2.16223,6634439,6.136663537181521
3617,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-66/c-66.cbd,2,2,2,49989,49989,499007,17.43391,71702335,8.225617202337284
3618,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-66/c-66.cbd,4,4,4,49989,49989,499007,18.27752,71702335,7.845958860939558
3619,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-66/c-66.cbd,8,8,8,49989,49989,499007,27.13099,71702335,5.285640885201756
3620,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-66/c-66.cbd,2,2,2,49989,49989,499007,17.48057,71702335,8.20366097901842
3621,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-43/c-43.cbd,2,2,2,11125,11125,123675,20.37842,60015151,5.890069102511383
3622,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-43/c-43.cbd,4,4,4,11125,11125,123675,23.93368,60015151,5.015121034458554
3623,exe_spgemm_cusparse_64,/ssget/MM/Schenk_IBMNA/c-43/c-43.cbd,8,8,8,11125,11125,123675,32.28201,60015151,3.7181793203087414
3624,exe_spgemm_cusparse_bf16,/ssget/MM/Schenk_IBMNA/c-43/c-43.cbd,2,2,2,11125,11125,123675,20.35983,60015151,5.895447162378075
3625,exe_spgemm_cusparse_16,/ssget/MM/Schenk_IBMNA/c-48/c-48.cbd,2,2,2,18354,18354,166080,2.6508,6723776,5.073016447864796
3626,exe_spgemm_cusparse_32,/ssget/MM/Schenk_IBMNA/c-48/c-48.cbd,4,4,4,18354,18354,166080,2.67321,6723776,5.030488438992822
