,pro,mat,x,y,compute,m,n,nnz,cu_time,flops,cu_gflops
1621,exe_spgemm_cusparse_16,/ssget/MM/Bomhof/circuit_3/circuit_3.cbd,2,2,2,12127,12127,48137,4.59829,13338797,5.801633650770177
1622,exe_spgemm_cusparse_32,/ssget/MM/Bomhof/circuit_3/circuit_3.cbd,4,4,4,12127,12127,48137,4.7484,13338797,5.618228034706426
1623,exe_spgemm_cusparse_64,/ssget/MM/Bomhof/circuit_3/circuit_3.cbd,8,8,8,12127,12127,48137,4.76141,13338797,5.602876878907718
1624,exe_spgemm_cusparse_bf16,/ssget/MM/Bomhof/circuit_3/circuit_3.cbd,2,2,2,12127,12127,48137,4.6072,13338797,5.790413700295191
1625,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_541_2/fs_541_2.cbd,2,2,2,541,541,4285,0.11549,31399,0.5437527058619794
1626,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_541_2/fs_541_2.cbd,4,4,4,541,541,4285,0.11602,31399,0.5412687467677987
1627,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_541_2/fs_541_2.cbd,8,8,8,541,541,4285,0.11543,31399,0.5440353460972017
1628,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_541_2/fs_541_2.cbd,2,2,2,541,541,4285,0.11985,31399,0.5239716312056738
1629,exe_spgemm_cusparse_16,/ssget/MM/HB/lns_131/lns_131.cbd,2,2,2,131,131,536,0.10911,3142,0.05759325451379342
1630,exe_spgemm_cusparse_32,/ssget/MM/HB/lns_131/lns_131.cbd,4,4,4,131,131,536,0.10879,3142,0.05776266200937586
1631,exe_spgemm_cusparse_64,/ssget/MM/HB/lns_131/lns_131.cbd,8,8,8,131,131,536,0.10878,3142,0.05776797205368634
1632,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lns_131/lns_131.cbd,2,2,2,131,131,536,0.11771,3142,0.05338543879024722
1633,exe_spgemm_cusparse_16,/ssget/MM/HB/662_bus/662_bus.cbd,2,2,2,662,662,2474,0.11765,10704,0.18196345091372715
1634,exe_spgemm_cusparse_32,/ssget/MM/HB/662_bus/662_bus.cbd,4,4,4,662,662,2474,0.11765,10704,0.18196345091372715
1635,exe_spgemm_cusparse_64,/ssget/MM/HB/662_bus/662_bus.cbd,8,8,8,662,662,2474,0.11762,10704,0.18200986226832172
1636,exe_spgemm_cusparse_bf16,/ssget/MM/HB/662_bus/662_bus.cbd,2,2,2,662,662,2474,0.11841,10704,0.18079554091715228
1637,exe_spgemm_cusparse_16,/ssget/MM/HB/ibm32/ibm32.cbd,2,2,2,32,32,126,0.11765,511,0.00868678283042924
1638,exe_spgemm_cusparse_32,/ssget/MM/HB/ibm32/ibm32.cbd,4,4,4,32,32,126,0.11726,511,0.008715674569333105
1639,exe_spgemm_cusparse_64,/ssget/MM/HB/ibm32/ibm32.cbd,8,8,8,32,32,126,0.11767,511,0.008685306365258775
1640,exe_spgemm_cusparse_bf16,/ssget/MM/HB/ibm32/ibm32.cbd,2,2,2,32,32,126,0.12351,511,0.008274633632904219
1641,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_183_3/fs_183_3.cbd,2,2,2,183,183,1069,0.14184,20381,0.287380146644106
1642,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_183_3/fs_183_3.cbd,4,4,4,183,183,1069,0.14195,20381,0.28715744980626984
1643,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_183_3/fs_183_3.cbd,8,8,8,183,183,1069,0.13365,20381,0.30499064721286945
1644,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_183_3/fs_183_3.cbd,2,2,2,183,183,1069,0.15264,20381,0.2670466457023061
1645,exe_spgemm_cusparse_16,/ssget/MM/HB/lock_700/lock_700.cbd,2,2,2,700,700,22175,0.4343,810211,3.731112134469261
1646,exe_spgemm_cusparse_32,/ssget/MM/HB/lock_700/lock_700.cbd,4,4,4,700,700,22175,0.4261,810211,3.8029148087303453
1647,exe_spgemm_cusparse_64,/ssget/MM/HB/lock_700/lock_700.cbd,8,8,8,700,700,22175,0.40109,810211,4.040045874990651
1648,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lock_700/lock_700.cbd,2,2,2,700,700,22175,0.43414,810211,3.7324872161054032
1649,exe_spgemm_cusparse_16,/ssget/MM/HB/psmigr_3/psmigr_3.cbd,2,2,2,3140,3140,543162,67.43242,230616060,6.839916467479591
1650,exe_spgemm_cusparse_32,/ssget/MM/HB/psmigr_3/psmigr_3.cbd,4,4,4,3140,3140,543162,79.55534,230616060,5.797626155579248
1651,exe_spgemm_cusparse_64,/ssget/MM/HB/psmigr_3/psmigr_3.cbd,8,8,8,3140,3140,543162,106.01706,230616060,4.350546223409704
1652,exe_spgemm_cusparse_bf16,/ssget/MM/HB/psmigr_3/psmigr_3.cbd,2,2,2,3140,3140,543162,68.12468,230616060,6.770411545419369
1653,exe_spgemm_cusparse_16,/ssget/MM/HB/str_400/str_400.cbd,2,2,2,363,363,3157,0.13197,28835,0.43699325604304007
1654,exe_spgemm_cusparse_32,/ssget/MM/HB/str_400/str_400.cbd,4,4,4,363,363,3157,0.13203,28835,0.4367946678785124
1655,exe_spgemm_cusparse_64,/ssget/MM/HB/str_400/str_400.cbd,8,8,8,363,363,3157,0.1322,28835,0.436232980332829
1656,exe_spgemm_cusparse_bf16,/ssget/MM/HB/str_400/str_400.cbd,2,2,2,363,363,3157,0.13233,28835,0.4358044283231316
1657,exe_spgemm_cusparse_16,/ssget/MM/HB/jagmesh1/jagmesh1.cbd,2,2,2,936,936,6264,0.11577,42416,0.7327632374535717
1658,exe_spgemm_cusparse_32,/ssget/MM/HB/jagmesh1/jagmesh1.cbd,4,4,4,936,936,6264,0.11648,42416,0.7282967032967033
1659,exe_spgemm_cusparse_64,/ssget/MM/HB/jagmesh1/jagmesh1.cbd,8,8,8,936,936,6264,0.11591,42416,0.7318781813475973
1660,exe_spgemm_cusparse_bf16,/ssget/MM/HB/jagmesh1/jagmesh1.cbd,2,2,2,936,936,6264,0.11909,42416,0.712335208665715
1661,exe_spgemm_cusparse_16,/ssget/MM/HB/lshp1882/lshp1882.cbd,2,2,2,1882,1882,12904,0.13117,88988,1.356834642067546
1662,exe_spgemm_cusparse_32,/ssget/MM/HB/lshp1882/lshp1882.cbd,4,4,4,1882,1882,12904,0.13045,88988,1.3643234955921808
1663,exe_spgemm_cusparse_64,/ssget/MM/HB/lshp1882/lshp1882.cbd,8,8,8,1882,1882,12904,0.13407,88988,1.3274856418288954
1664,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lshp1882/lshp1882.cbd,2,2,2,1882,1882,12904,0.13074,88988,1.3612972311457856
1665,exe_spgemm_cusparse_16,/ssget/MM/HB/impcol_a/impcol_a.cbd,2,2,2,207,207,572,0.11742,1593,0.027133367399080226
1666,exe_spgemm_cusparse_32,/ssget/MM/HB/impcol_a/impcol_a.cbd,4,4,4,207,207,572,0.11757,1593,0.027098749681041086
1667,exe_spgemm_cusparse_64,/ssget/MM/HB/impcol_a/impcol_a.cbd,8,8,8,207,207,572,0.117,1593,0.027230769230769232
1668,exe_spgemm_cusparse_bf16,/ssget/MM/HB/impcol_a/impcol_a.cbd,2,2,2,207,207,572,0.11746,1593,0.027124127362506387
1669,exe_spgemm_cusparse_16,/ssget/MM/HB/sherman3/sherman3.cbd,2,2,2,5005,5005,20033,0.13503,115685,1.7134710805006292
1670,exe_spgemm_cusparse_32,/ssget/MM/HB/sherman3/sherman3.cbd,4,4,4,5005,5005,20033,0.13431,115685,1.722656540838359
1671,exe_spgemm_cusparse_64,/ssget/MM/HB/sherman3/sherman3.cbd,8,8,8,5005,5005,20033,0.13485,115685,1.7157582499073045
1672,exe_spgemm_cusparse_bf16,/ssget/MM/HB/sherman3/sherman3.cbd,2,2,2,5005,5005,20033,0.13641,115685,1.6961366468733963
1673,exe_spgemm_cusparse_16,/ssget/MM/HB/lshp_265/lshp_265.cbd,2,2,2,265,265,1753,0.11801,11771,0.19949156851114314
1674,exe_spgemm_cusparse_32,/ssget/MM/HB/lshp_265/lshp_265.cbd,4,4,4,265,265,1753,0.11746,11771,0.2004256768261536
1675,exe_spgemm_cusparse_64,/ssget/MM/HB/lshp_265/lshp_265.cbd,8,8,8,265,265,1753,0.11745,11771,0.20044274159216688
1676,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lshp_265/lshp_265.cbd,2,2,2,265,265,1753,0.11732,11771,0.20066484827821343
1677,exe_spgemm_cusparse_16,/ssget/MM/HB/bcsstk15/bcsstk15.cbd,2,2,2,3948,3948,117816,2.07609,3746606,3.60929054135418
1678,exe_spgemm_cusparse_32,/ssget/MM/HB/bcsstk15/bcsstk15.cbd,4,4,4,3948,3948,117816,1.80514,3746606,4.151042024441318
1679,exe_spgemm_cusparse_64,/ssget/MM/HB/bcsstk15/bcsstk15.cbd,8,8,8,3948,3948,117816,1.46,3746606,5.13233698630137
1680,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcsstk15/bcsstk15.cbd,2,2,2,3948,3948,117816,1.80776,3746606,4.145025888392264
1681,exe_spgemm_cusparse_16,/ssget/MM/HB/nos5/nos5.cbd,2,2,2,468,468,5172,0.13256,59986,0.9050392275196137
1682,exe_spgemm_cusparse_32,/ssget/MM/HB/nos5/nos5.cbd,4,4,4,468,468,5172,0.13355,59986,0.8983302134032197
1683,exe_spgemm_cusparse_64,/ssget/MM/HB/nos5/nos5.cbd,8,8,8,468,468,5172,0.13263,59986,0.9045615622408204
1684,exe_spgemm_cusparse_bf16,/ssget/MM/HB/nos5/nos5.cbd,2,2,2,468,468,5172,0.13468,59986,0.8907929907929908
1685,exe_spgemm_cusparse_16,/ssget/MM/HB/str_200/str_200.cbd,2,2,2,363,363,3068,0.13212,25633,0.38802603693611876
1686,exe_spgemm_cusparse_32,/ssget/MM/HB/str_200/str_200.cbd,4,4,4,363,363,3068,0.13213,25633,0.3879966699462651
1687,exe_spgemm_cusparse_64,/ssget/MM/HB/str_200/str_200.cbd,8,8,8,363,363,3068,0.13537,25633,0.3787102016694985
1688,exe_spgemm_cusparse_bf16,/ssget/MM/HB/str_200/str_200.cbd,2,2,2,363,363,3068,0.14251,25633,0.3597361588660445
1689,exe_spgemm_cusparse_16,/ssget/MM/HB/saylr3/saylr3.cbd,2,2,2,1000,1000,3750,0.11863,18126,0.30558880552979856
1690,exe_spgemm_cusparse_32,/ssget/MM/HB/saylr3/saylr3.cbd,4,4,4,1000,1000,3750,0.1282,18126,0.28277691107644304
1691,exe_spgemm_cusparse_64,/ssget/MM/HB/saylr3/saylr3.cbd,8,8,8,1000,1000,3750,0.1181,18126,0.30696020321761225
1692,exe_spgemm_cusparse_bf16,/ssget/MM/HB/saylr3/saylr3.cbd,2,2,2,1000,1000,3750,0.11813,18126,0.3068822483704393
1693,exe_spgemm_cusparse_16,/ssget/MM/HB/rgg010/rgg010.cbd,2,2,2,10,10,76,0.11786,544,0.009231291362633632
1694,exe_spgemm_cusparse_32,/ssget/MM/HB/rgg010/rgg010.cbd,4,4,4,10,10,76,0.11763,544,0.009249341154467398
1695,exe_spgemm_cusparse_64,/ssget/MM/HB/rgg010/rgg010.cbd,8,8,8,10,10,76,0.11701,544,0.009298350568327493
1696,exe_spgemm_cusparse_bf16,/ssget/MM/HB/rgg010/rgg010.cbd,2,2,2,10,10,76,0.11851,544,0.00918065985992743
1697,exe_spgemm_cusparse_16,/ssget/MM/HB/bcsstk05/bcsstk05.cbd,2,2,2,153,153,2423,0.1199,42371,0.7067723102585487
1698,exe_spgemm_cusparse_32,/ssget/MM/HB/bcsstk05/bcsstk05.cbd,4,4,4,153,153,2423,0.12487,42371,0.6786417874589573
1699,exe_spgemm_cusparse_64,/ssget/MM/HB/bcsstk05/bcsstk05.cbd,8,8,8,153,153,2423,0.13379,42371,0.6333956200014949
1700,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcsstk05/bcsstk05.cbd,2,2,2,153,153,2423,0.11996,42371,0.7064188062687563
1701,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_541_1/fs_541_1.cbd,2,2,2,541,541,4285,0.1186,31399,0.5294940978077572
1702,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_541_1/fs_541_1.cbd,4,4,4,541,541,4285,0.11756,31399,0.5341782919360327
1703,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_541_1/fs_541_1.cbd,8,8,8,541,541,4285,0.11849,31399,0.5299856527977045
1704,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_541_1/fs_541_1.cbd,2,2,2,541,541,4285,0.11895,31399,0.5279361076082387
1705,exe_spgemm_cusparse_16,/ssget/MM/HB/bp_200/bp_200.cbd,2,2,2,822,822,3802,0.14244,15917,0.22349059253018813
1706,exe_spgemm_cusparse_32,/ssget/MM/HB/bp_200/bp_200.cbd,4,4,4,822,822,3802,0.14253,15917,0.22334947028695715
1707,exe_spgemm_cusparse_64,/ssget/MM/HB/bp_200/bp_200.cbd,8,8,8,822,822,3802,0.13504,15917,0.2357375592417062
1708,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bp_200/bp_200.cbd,2,2,2,822,822,3802,0.14256,15917,0.22330246913580248
1709,exe_spgemm_cusparse_16,/ssget/MM/HB/lshp1009/lshp1009.cbd,2,2,2,1009,1009,6865,0.12077,47075,0.7795810217769313
1710,exe_spgemm_cusparse_32,/ssget/MM/HB/lshp1009/lshp1009.cbd,4,4,4,1009,1009,6865,0.11854,47075,0.7942466677914627
1711,exe_spgemm_cusparse_64,/ssget/MM/HB/lshp1009/lshp1009.cbd,8,8,8,1009,1009,6865,0.11818,47075,0.796666102555424
1712,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lshp1009/lshp1009.cbd,2,2,2,1009,1009,6865,0.12098,47075,0.7782278062489667
1713,exe_spgemm_cusparse_16,/ssget/MM/HB/nnc261/nnc261.cbd,2,2,2,261,261,1500,0.11749,9804,0.16689079921695466
1714,exe_spgemm_cusparse_32,/ssget/MM/HB/nnc261/nnc261.cbd,4,4,4,261,261,1500,0.11726,9804,0.16721814770595259
1715,exe_spgemm_cusparse_64,/ssget/MM/HB/nnc261/nnc261.cbd,8,8,8,261,261,1500,0.11705,9804,0.16751815463477146
1716,exe_spgemm_cusparse_bf16,/ssget/MM/HB/nnc261/nnc261.cbd,2,2,2,261,261,1500,0.11801,9804,0.16615541055842725
1717,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_680_1/fs_680_1.cbd,2,2,2,680,680,2646,0.11801,14539,0.2464028472163376
1718,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_680_1/fs_680_1.cbd,4,4,4,680,680,2646,0.11782,14539,0.24680020370056022
1719,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_680_1/fs_680_1.cbd,8,8,8,680,680,2646,0.11833,14539,0.2457364996197076
1720,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_680_1/fs_680_1.cbd,2,2,2,680,680,2646,0.11873,14539,0.24490861618798954
1721,exe_spgemm_cusparse_16,/ssget/MM/HB/young3c/young3c.cbd,2,2,2,841,841,3988,0.11753,18934,0.3221985875946567
1722,exe_spgemm_cusparse_32,/ssget/MM/HB/young3c/young3c.cbd,4,4,4,841,841,3988,0.11775,18934,0.32159660297239917
1723,exe_spgemm_cusparse_64,/ssget/MM/HB/young3c/young3c.cbd,8,8,8,841,841,3988,0.11773,18934,0.32165123587870553
1724,exe_spgemm_cusparse_bf16,/ssget/MM/HB/young3c/young3c.cbd,2,2,2,841,841,3988,0.11857,18934,0.31937252256051274
1725,exe_spgemm_cusparse_16,/ssget/MM/HB/shl_0/shl_0.cbd,2,2,2,663,663,1687,0.1445,3446,0.04769550173010381
1726,exe_spgemm_cusparse_32,/ssget/MM/HB/shl_0/shl_0.cbd,4,4,4,663,663,1687,0.14198,3446,0.048542048175799414
1727,exe_spgemm_cusparse_64,/ssget/MM/HB/shl_0/shl_0.cbd,8,8,8,663,663,1687,0.13391,3446,0.05146740347994922
1728,exe_spgemm_cusparse_bf16,/ssget/MM/HB/shl_0/shl_0.cbd,2,2,2,663,663,1687,0.14302,3446,0.048189064466508176
1729,exe_spgemm_cusparse_16,/ssget/MM/HB/dwt_310/dwt_310.cbd,2,2,2,310,310,2448,0.11768,20004,0.3399728076138681
1730,exe_spgemm_cusparse_32,/ssget/MM/HB/dwt_310/dwt_310.cbd,4,4,4,310,310,2448,0.11774,20004,0.33979955834890435
1731,exe_spgemm_cusparse_64,/ssget/MM/HB/dwt_310/dwt_310.cbd,8,8,8,310,310,2448,0.11753,20004,0.3404067046711478
1732,exe_spgemm_cusparse_bf16,/ssget/MM/HB/dwt_310/dwt_310.cbd,2,2,2,310,310,2448,0.11776,20004,0.33974184782608696
1733,exe_spgemm_cusparse_16,/ssget/MM/HB/bp_0/bp_0.cbd,2,2,2,822,822,3276,0.14246,11653,0.16359679910150218
1734,exe_spgemm_cusparse_32,/ssget/MM/HB/bp_0/bp_0.cbd,4,4,4,822,822,3276,0.14224,11653,0.1638498312710911
1735,exe_spgemm_cusparse_64,/ssget/MM/HB/bp_0/bp_0.cbd,8,8,8,822,822,3276,0.14576,11653,0.15989297475301867
1736,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bp_0/bp_0.cbd,2,2,2,822,822,3276,0.1425,11653,0.16355087719298247
1737,exe_spgemm_cusparse_16,/ssget/MM/HB/bcsstm27/bcsstm27.cbd,2,2,2,1224,1224,56126,0.89903,2691026,5.986509905119963
1738,exe_spgemm_cusparse_32,/ssget/MM/HB/bcsstm27/bcsstm27.cbd,4,4,4,1224,1224,56126,0.78244,2691026,6.878549153928735
1739,exe_spgemm_cusparse_64,/ssget/MM/HB/bcsstm27/bcsstm27.cbd,8,8,8,1224,1224,56126,0.69107,2691026,7.787998321443559
1740,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcsstm27/bcsstm27.cbd,2,2,2,1224,1224,56126,0.79234,2691026,6.792604185072064
1741,exe_spgemm_cusparse_16,/ssget/MM/HB/bp_600/bp_600.cbd,2,2,2,822,822,4172,0.13177,19359,0.2938301586096987
1742,exe_spgemm_cusparse_32,/ssget/MM/HB/bp_600/bp_600.cbd,4,4,4,822,822,4172,0.13241,19359,0.2924099388263726
1743,exe_spgemm_cusparse_64,/ssget/MM/HB/bp_600/bp_600.cbd,8,8,8,822,822,4172,0.13254,19359,0.29212313263920325
1744,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bp_600/bp_600.cbd,2,2,2,822,822,4172,0.13362,19359,0.28976201167489896
1745,exe_spgemm_cusparse_16,/ssget/MM/HB/can_1054/can_1054.cbd,2,2,2,1054,1054,12196,0.14958,174024,2.326835138387485
1746,exe_spgemm_cusparse_32,/ssget/MM/HB/can_1054/can_1054.cbd,4,4,4,1054,1054,12196,0.15468,174024,2.25011636927851
1747,exe_spgemm_cusparse_64,/ssget/MM/HB/can_1054/can_1054.cbd,8,8,8,1054,1054,12196,0.16533,174024,2.1051714752313555
1748,exe_spgemm_cusparse_bf16,/ssget/MM/HB/can_1054/can_1054.cbd,2,2,2,1054,1054,12196,0.15954,174024,2.1815720195562243
1749,exe_spgemm_cusparse_16,/ssget/MM/HB/nnc1374/nnc1374.cbd,2,2,2,1374,1374,8606,0.12573,60398,0.9607571780800127
1750,exe_spgemm_cusparse_32,/ssget/MM/HB/nnc1374/nnc1374.cbd,4,4,4,1374,1374,8606,0.13232,60398,0.9129081015719469
1751,exe_spgemm_cusparse_64,/ssget/MM/HB/nnc1374/nnc1374.cbd,8,8,8,1374,1374,8606,0.1338,60398,0.9028101644245141
1752,exe_spgemm_cusparse_bf16,/ssget/MM/HB/nnc1374/nnc1374.cbd,2,2,2,1374,1374,8606,0.12585,60398,0.9598410806515694
1753,exe_spgemm_cusparse_16,/ssget/MM/HB/jagmesh6/jagmesh6.cbd,2,2,2,1377,1377,8993,0.12686,59763,0.942188239003626
1754,exe_spgemm_cusparse_32,/ssget/MM/HB/jagmesh6/jagmesh6.cbd,4,4,4,1377,1377,8993,0.12588,59763,0.9495233555767397
1755,exe_spgemm_cusparse_64,/ssget/MM/HB/jagmesh6/jagmesh6.cbd,8,8,8,1377,1377,8993,0.13388,59763,0.8927845832088437
1756,exe_spgemm_cusparse_bf16,/ssget/MM/HB/jagmesh6/jagmesh6.cbd,2,2,2,1377,1377,8993,0.12618,59763,0.9472658107465527
1757,exe_spgemm_cusparse_16,/ssget/MM/HB/impcol_b/impcol_b.cbd,2,2,2,59,59,312,0.11688,1702,0.02912388774811773
1758,exe_spgemm_cusparse_32,/ssget/MM/HB/impcol_b/impcol_b.cbd,4,4,4,59,59,312,0.11832,1702,0.02876943881000676
1759,exe_spgemm_cusparse_64,/ssget/MM/HB/impcol_b/impcol_b.cbd,8,8,8,59,59,312,0.11758,1702,0.028950501786018032
1760,exe_spgemm_cusparse_bf16,/ssget/MM/HB/impcol_b/impcol_b.cbd,2,2,2,59,59,312,0.11778,1702,0.028901341484122944
1761,exe_spgemm_cusparse_16,/ssget/MM/HB/bcspwr03/bcspwr03.cbd,2,2,2,118,118,476,0.11796,2210,0.037470328925059346
1762,exe_spgemm_cusparse_32,/ssget/MM/HB/bcspwr03/bcspwr03.cbd,4,4,4,118,118,476,0.11783,2210,0.037511669354154294
1763,exe_spgemm_cusparse_64,/ssget/MM/HB/bcspwr03/bcspwr03.cbd,8,8,8,118,118,476,0.11743,2210,0.037639444775611
1764,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcspwr03/bcspwr03.cbd,2,2,2,118,118,476,0.11883,2210,0.03719599427753934
1765,exe_spgemm_cusparse_16,/ssget/MM/HB/str_600/str_600.cbd,2,2,2,363,363,3279,0.14224,30187,0.4244516310461192
1766,exe_spgemm_cusparse_32,/ssget/MM/HB/str_600/str_600.cbd,4,4,4,363,363,3279,0.14244,30187,0.4238556585228868
1767,exe_spgemm_cusparse_64,/ssget/MM/HB/str_600/str_600.cbd,8,8,8,363,363,3279,0.13362,30187,0.4518335578506212
1768,exe_spgemm_cusparse_bf16,/ssget/MM/HB/str_600/str_600.cbd,2,2,2,363,363,3279,0.14444,30187,0.417986707283301
1769,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_541_4/fs_541_4.cbd,2,2,2,541,541,4285,0.11815,31399,0.5315107913669065
1770,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_541_4/fs_541_4.cbd,4,4,4,541,541,4285,0.11882,31399,0.5285137182292543
1771,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_541_4/fs_541_4.cbd,8,8,8,541,541,4285,0.11776,31399,0.5332710597826087
1772,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_541_4/fs_541_4.cbd,2,2,2,541,541,4285,0.11856,31399,0.5296727395411607
1773,exe_spgemm_cusparse_16,/ssget/MM/HB/bcsstk31/bcsstk31.cbd,2,2,2,35588,35588,1181416,14.46543,47416802,6.5558786707342955
1774,exe_spgemm_cusparse_32,/ssget/MM/HB/bcsstk31/bcsstk31.cbd,4,4,4,35588,35588,1181416,14.26104,47416802,6.649837879986312
1775,exe_spgemm_cusparse_64,/ssget/MM/HB/bcsstk31/bcsstk31.cbd,8,8,8,35588,35588,1181416,12.48238,47416802,7.597397611673416
1776,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcsstk31/bcsstk31.cbd,2,2,2,35588,35588,1181416,14.34768,47416802,6.609682122824038
1777,exe_spgemm_cusparse_16,/ssget/MM/HB/eris1176/eris1176.cbd,2,2,2,1176,1176,18552,0.27258,951554,6.981832856409127
1778,exe_spgemm_cusparse_32,/ssget/MM/HB/eris1176/eris1176.cbd,4,4,4,1176,1176,18552,0.26657,951554,7.139242975578648
1779,exe_spgemm_cusparse_64,/ssget/MM/HB/eris1176/eris1176.cbd,8,8,8,1176,1176,18552,0.24916,951554,7.638096002568631
1780,exe_spgemm_cusparse_bf16,/ssget/MM/HB/eris1176/eris1176.cbd,2,2,2,1176,1176,18552,0.27247,951554,6.984651521268397
1781,exe_spgemm_cusparse_16,/ssget/MM/HB/bp_400/bp_400.cbd,2,2,2,822,822,4028,0.13256,18033,0.27207302353651175
1782,exe_spgemm_cusparse_32,/ssget/MM/HB/bp_400/bp_400.cbd,4,4,4,822,822,4028,0.13275,18033,0.271683615819209
1783,exe_spgemm_cusparse_64,/ssget/MM/HB/bp_400/bp_400.cbd,8,8,8,822,822,4028,0.13425,18033,0.2686480446927374
1784,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bp_400/bp_400.cbd,2,2,2,822,822,4028,0.14216,18033,0.2537000562746201
1785,exe_spgemm_cusparse_16,/ssget/MM/HB/bcsstk33/bcsstk33.cbd,2,2,2,8738,8738,591904,6.90374,42361950,12.27217421281798
1786,exe_spgemm_cusparse_32,/ssget/MM/HB/bcsstk33/bcsstk33.cbd,4,4,4,8738,8738,591904,6.6346,42361950,12.770008742049257
1787,exe_spgemm_cusparse_64,/ssget/MM/HB/bcsstk33/bcsstk33.cbd,8,8,8,8738,8738,591904,6.13606,42361950,13.807540995361846
1788,exe_spgemm_cusparse_bf16,/ssget/MM/HB/bcsstk33/bcsstk33.cbd,2,2,2,8738,8738,591904,6.70675,42361950,12.632631304282997
1789,exe_spgemm_cusparse_16,/ssget/MM/HB/can_24/can_24.cbd,2,2,2,24,24,160,0.09485,1144,0.024122298365840802
1790,exe_spgemm_cusparse_32,/ssget/MM/HB/can_24/can_24.cbd,4,4,4,24,24,160,0.09457,1144,0.024193718938352544
1791,exe_spgemm_cusparse_64,/ssget/MM/HB/can_24/can_24.cbd,8,8,8,24,24,160,0.10291,1144,0.022233019142940433
1792,exe_spgemm_cusparse_bf16,/ssget/MM/HB/can_24/can_24.cbd,2,2,2,24,24,160,0.09126,1144,0.02507122507122507
1793,exe_spgemm_cusparse_16,/ssget/MM/HB/lshp_577/lshp_577.cbd,2,2,2,577,577,3889,0.11164,26483,0.4744356861340021
1794,exe_spgemm_cusparse_32,/ssget/MM/HB/lshp_577/lshp_577.cbd,4,4,4,577,577,3889,0.11108,26483,0.476827511703277
1795,exe_spgemm_cusparse_64,/ssget/MM/HB/lshp_577/lshp_577.cbd,8,8,8,577,577,3889,0.10969,26483,0.4828699060990063
1796,exe_spgemm_cusparse_bf16,/ssget/MM/HB/lshp_577/lshp_577.cbd,2,2,2,577,577,3889,0.11786,26483,0.4493975903614457
1797,exe_spgemm_cusparse_16,/ssget/MM/HB/fs_183_1/fs_183_1.cbd,2,2,2,183,183,1069,0.14157,20381,0.28792823338277884
1798,exe_spgemm_cusparse_32,/ssget/MM/HB/fs_183_1/fs_183_1.cbd,4,4,4,183,183,1069,0.14205,20381,0.2869552974304822
1799,exe_spgemm_cusparse_64,/ssget/MM/HB/fs_183_1/fs_183_1.cbd,8,8,8,183,183,1069,0.13375,20381,0.3047626168224299
1800,exe_spgemm_cusparse_bf16,/ssget/MM/HB/fs_183_1/fs_183_1.cbd,2,2,2,183,183,1069,0.14213,20381,0.2867937803419405
1801,exe_spgemm_cusparse_16,/ssget/MM/HB/shl_200/shl_200.cbd,2,2,2,663,663,1726,0.14268,3636,0.05096719932716568
1802,exe_spgemm_cusparse_32,/ssget/MM/HB/shl_200/shl_200.cbd,4,4,4,663,663,1726,0.14207,3636,0.05118603505314282
1803,exe_spgemm_cusparse_64,/ssget/MM/HB/shl_200/shl_200.cbd,8,8,8,663,663,1726,0.13357,3636,0.05444336303062065
1804,exe_spgemm_cusparse_bf16,/ssget/MM/HB/shl_200/shl_200.cbd,2,2,2,663,663,1726,0.14216,3636,0.051153629712999436
1805,exe_spgemm_cusparse_16,/ssget/MM/HB/dwt_869/dwt_869.cbd,2,2,2,869,869,7285,0.12632,63471,1.0049240025332489
