exe_spgemm_cusparse_32,/ssget/MM/Grund/poli4/poli4.cbd,4,4,4,33833,33833,73249,0.215370
exe_spgemm_cusparse_32,/ssget/MM/Grund/b_dyn/b_dyn.cbd,4,4,4,1089,1089,4264,0.122890
exe_spgemm_cusparse_32,/ssget/MM/Grund/meg4/meg4.cbd,4,4,4,5860,5860,46842,1.799750
exe_spgemm_cusparse_32,/ssget/MM/Grund/meg1/meg1.cbd,4,4,4,2904,2904,58142,0.670540
exe_spgemm_cusparse_32,/ssget/MM/Grund/poli_large/poli_large.cbd,4,4,4,15575,15575,33074,0.198460
exe_spgemm_cusparse_32,/ssget/MM/Grund/d_dyn/d_dyn.cbd,4,4,4,87,87,238,0.117620
exe_spgemm_cusparse_32,/ssget/MM/Grund/poli3/poli3.cbd,4,4,4,16955,16955,37849,0.156680
exe_spgemm_cusparse_32,/ssget/MM/Grund/d_dyn1/d_dyn1.cbd,4,4,4,87,87,238,0.118250
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer09/bayer09.cbd,4,4,4,3083,3083,21216,0.221430
exe_spgemm_cusparse_32,/ssget/MM/Grund/poli/poli.cbd,4,4,4,4008,4008,8188,0.165660
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer04/bayer04.cbd,4,4,4,20545,20545,159082,0.536360
exe_spgemm_cusparse_32,/ssget/MM/Grund/d_ss/d_ss.cbd,4,4,4,53,53,149,0.225280
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer06/bayer06.cbd,4,4,4,3008,3008,27576,0.274410
exe_spgemm_cusparse_32,/ssget/MM/Grund/b2_ss/b2_ss.cbd,4,4,4,1089,1089,4228,0.164380
exe_spgemm_cusparse_32,/ssget/MM/Grund/b1_ss/b1_ss.cbd,4,4,4,7,7,15,0.110240
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer07/bayer07.cbd,4,4,4,3268,3268,27836,0.207670
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer10/bayer10.cbd,4,4,4,13436,13436,94926,0.253700
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer01/bayer01.cbd,4,4,4,57735,57735,277774,0.317550
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer05/bayer05.cbd,4,4,4,3268,3268,27836,0.204180
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer02/bayer02.cbd,4,4,4,13935,13935,63679,0.174240
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer03/bayer03.cbd,4,4,4,6747,6747,56196,0.252310
exe_spgemm_cusparse_32,/ssget/MM/Grund/bayer08/bayer08.cbd,4,4,4,3008,3008,27576,0.289620
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-Pokec/soc-Pokec.cbd,CUDA API failed at line 211 with error: out of memory (2)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/ca-HepPh/ca-HepPh.cbd,4,4,4,12008,12008,237010,8.829310
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella25/p2p-Gnutella25.cbd,4,4,4,22687,22687,54705,0.260300
exe_spgemm_cusparse_32,/ssget/MM/SNAP/roadNet-PA/roadNet-PA.cbd,4,4,4,1090920,1090920,3083796,1.416340
exe_spgemm_cusparse_32,/ssget/MM/SNAP/roadNet-TX/roadNet-TX.cbd,4,4,4,1393383,1393383,3843320,1.777610
exe_spgemm_cusparse_32,/ssget/MM/SNAP/amazon0505/amazon0505.cbd,4,4,4,410236,410236,3356824,4.301180
exe_spgemm_cusparse_32,/ssget/MM/SNAP/higgs-twitter/higgs-twitter.cbd,CUDA API failed at line 211 with error: out of memory (2)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/com-Youtube/com-Youtube.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/wiki-Vote/wiki-Vote.cbd,4,4,4,8297,8297,103689,2.131400
exe_spgemm_cusparse_32,/ssget/MM/SNAP/sx-superuser/sx-superuser.cbd,4,4,4,194085,194085,924886,82.664650
exe_spgemm_cusparse_32,/ssget/MM/SNAP/amazon0302/amazon0302.cbd,4,4,4,262111,262111,1234877,0.870870
exe_spgemm_cusparse_32,/ssget/MM/SNAP/ca-CondMat/ca-CondMat.cbd,4,4,4,23133,23133,186936,1.831190
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella09/p2p-Gnutella09.cbd,4,4,4,8114,8114,26013,0.153950
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella30/p2p-Gnutella30.cbd,4,4,4,36682,36682,88328,0.194590
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella31/p2p-Gnutella31.cbd,4,4,4,62586,62586,147892,0.235320
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella05/p2p-Gnutella05.cbd,4,4,4,8846,8846,31839,0.154240
exe_spgemm_cusparse_32,/ssget/MM/SNAP/as-caida/as-caida.cbd,4,4,4,31379,31379,106762,11.119230
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-sign-Slashdot081106/soc-sign-Slashdot081106.cbd,4,4,4,77357,77357,516575,8.521500
exe_spgemm_cusparse_32,/ssget/MM/SNAP/cit-Patents/cit-Patents.cbd,CUSPARSE API failed at line 216 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella08/p2p-Gnutella08.cbd,4,4,4,6301,6301,20777,0.153630
exe_spgemm_cusparse_32,/ssget/MM/SNAP/com-Amazon/com-Amazon.cbd,4,4,4,334863,334863,1851744,5.427140
exe_spgemm_cusparse_32,/ssget/MM/SNAP/wiki-Talk/wiki-Talk.cbd,CUDA API failed at line 211 with error: out of memory (2)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-Epinions1/soc-Epinions1.cbd,4,4,4,75888,75888,508837,13.748430
exe_spgemm_cusparse_32,/ssget/MM/SNAP/com-Orkut/com-Orkut.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/wiki-talk-temporal/wiki-talk-temporal.cbd,CUDA API failed at line 211 with error: out of memory (2)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/as-Skitter/as-Skitter.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/as-735/as-735.cbd,4,4,4,7716,7716,26467,1.914620
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-Slashdot0902/soc-Slashdot0902.cbd,4,4,4,82168,82168,948464,44.547250
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-sign-epinions/soc-sign-epinions.cbd,4,4,4,131828,131828,841372,34.366540
exe_spgemm_cusparse_32,/ssget/MM/SNAP/wiki-topcats/wiki-topcats.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-sign-bitcoin-otc/soc-sign-bitcoin-otc.cbd,4,4,4,5881,5881,35592,1.138440
exe_spgemm_cusparse_32,/ssget/MM/SNAP/wiki-RfA/wiki-RfA.cbd,4,4,4,11380,11380,188077,3.597500
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella24/p2p-Gnutella24.cbd,4,4,4,26518,26518,65369,0.180500
exe_spgemm_cusparse_32,/ssget/MM/SNAP/sx-stackoverflow/sx-stackoverflow.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/com-LiveJournal/com-LiveJournal.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/web-BerkStan/web-BerkStan.cbd,4,4,4,685230,685230,7600595,77.265010
exe_spgemm_cusparse_32,/ssget/MM/SNAP/email-EuAll/email-EuAll.cbd,4,4,4,265214,265214,420045,25.118190
exe_spgemm_cusparse_32,/ssget/MM/SNAP/Oregon-1/Oregon-1.cbd,4,4,4,11492,11492,46818,4.687740
exe_spgemm_cusparse_32,/ssget/MM/SNAP/email-Enron/email-Enron.cbd,4,4,4,36692,36692,367662,19.490540
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-sign-Slashdot090216/soc-sign-Slashdot090216.cbd,4,4,4,81871,81871,545671,8.731970
exe_spgemm_cusparse_32,/ssget/MM/SNAP/ca-AstroPh/ca-AstroPh.cbd,4,4,4,18772,18772,396160,7.595230
exe_spgemm_cusparse_32,/ssget/MM/SNAP/amazon0601/amazon0601.cbd,4,4,4,403394,403394,3387388,4.111230
exe_spgemm_cusparse_32,/ssget/MM/SNAP/web-NotreDame/web-NotreDame.cbd,CUSPARSE API failed at line 216 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-LiveJournal1/soc-LiveJournal1.cbd,CUSPARSE API failed at line 199 with error: insufficient resources (11)
exe_spgemm_cusparse_32,/ssget/MM/SNAP/loc-Brightkite/loc-Brightkite.cbd,4,4,4,58228,58228,428156,9.933540
exe_spgemm_cusparse_32,/ssget/MM/SNAP/cit-HepPh/cit-HepPh.cbd,4,4,4,34546,34546,421578,3.116060
exe_spgemm_cusparse_32,/ssget/MM/SNAP/amazon0312/amazon0312.cbd,4,4,4,400727,400727,3200440,3.674780
exe_spgemm_cusparse_32,/ssget/MM/SNAP/com-DBLP/com-DBLP.cbd,4,4,4,317080,317080,2099732,17.022480
exe_spgemm_cusparse_32,/ssget/MM/SNAP/Oregon-2/Oregon-2.cbd,4,4,4,11806,11806,65460,5.177260
exe_spgemm_cusparse_32,/ssget/MM/SNAP/p2p-Gnutella06/p2p-Gnutella06.cbd,4,4,4,8717,8717,31525,0.157070
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-sign-bitcoin-alpha/soc-sign-bitcoin-alpha.cbd,4,4,4,3783,3783,24186,0.675230
exe_spgemm_cusparse_32,/ssget/MM/SNAP/web-Google/web-Google.cbd,4,4,4,916428,916428,5105039,15.836780
exe_spgemm_cusparse_32,/ssget/MM/SNAP/soc-Slashdot0811/soc-Slashdot0811.cbd,4,4,4,77360,77360,905468,42.479760
