10000,32,copy,27.7778,triad,40.7609,scale,27.4725,add,40.7609,
10000,64,copy,28.0899,triad,42.6136,scale,29.0698,add,43.6047,
10000,128,copy,39.0625,triad,58.5938,scale,39.0625,add,58.5938,
10000,256,copy,39.0625,triad,58.5938,scale,39.0625,add,58.5938,
10000,512,copy,39.0625,triad,58.5938,scale,39.0625,add,58.5938,
10000,1024,copy,39.0625,triad,43.1034,scale,39.0625,add,43.1034,
20000,32,copy,52.0833,triad,78.125,scale,52.6316,add,78.125,
20000,64,copy,55.5556,triad,84.2697,scale,57.4713,add,82.4176,
20000,128,copy,78.125,triad,86.2069,scale,78.125,add,117.188,
20000,256,copy,78.125,triad,83.3333,scale,78.125,add,117.188,
20000,512,copy,67.5676,triad,89.2857,scale,78.125,add,117.188,
20000,1024,copy,78.125,triad,83.3333,scale,78.125,add,88.2353,
30000,32,copy,78.125,triad,117.187,scale,78.125,add,117.187,
30000,64,copy,79.7872,triad,118.421,scale,79.7872,add,118.421,
30000,128,copy,117.188,triad,127.841,scale,86.2069,add,129.31,
30000,256,copy,117.188,triad,125,scale,117.188,add,130.814,
30000,512,copy,83.3333,triad,127.841,scale,87.2093,add,175.781,
30000,1024,copy,117.188,triad,127.841,scale,83.3333,add,117.187,
40000,32,copy,104.167,triad,156.25,scale,104.167,add,156.25,
40000,64,copy,105.263,triad,156.25,scale,108.696,add,159.574,
40000,128,copy,113.636,triad,172.414,scale,114.943,add,168.539,
40000,256,copy,156.25,triad,168.539,scale,117.647,add,176.471,
40000,512,copy,156.25,triad,174.419,scale,156.25,add,234.375,
40000,1024,copy,156.25,triad,168.539,scale,156.25,add,176.471,
50000,32,copy,130.208,triad,195.312,scale,130.208,add,195.312,
50000,64,copy,130.208,triad,195.312,scale,130.208,add,195.312,
50000,128,copy,138.889,triad,199.468,scale,142.045,add,208.333,
50000,256,copy,195.313,triad,201.613,scale,143.678,add,210.674,
50000,512,copy,195.313,triad,215.517,scale,195.313,add,292.969,
50000,1024,copy,143.678,triad,210.674,scale,132.979,add,213.068,
60000,32,copy,156.25,triad,192.308,scale,126.05,add,234.375,
60000,64,copy,156.25,triad,234.375,scale,156.25,add,234.375,
60000,128,copy,164.835,triad,244.565,scale,166.667,add,244.565,
60000,256,copy,172.414,triad,250,scale,172.414,add,250,
60000,512,copy,170.455,triad,255.682,scale,176.471,add,255.682,
60000,1024,copy,178.571,triad,252.809,scale,172.414,add,264.706,
70000,32,copy,144.628,triad,215.164,scale,144.628,add,218.75,
70000,64,copy,182.292,triad,273.437,scale,182.292,add,273.437,
70000,128,copy,188.172,triad,276.316,scale,186.17,add,288.462,
70000,256,copy,196.629,triad,285.326,scale,201.149,add,294.944,
70000,512,copy,273.438,triad,291.667,scale,273.438,add,298.295,
70000,1024,copy,273.438,triad,298.295,scale,273.438,add,298.295,
80000,32,copy,160,triad,234.375,scale,158.73,add,236.22,
80000,64,copy,208.333,triad,312.5,scale,208.333,add,312.5,
80000,128,copy,208.333,triad,312.5,scale,208.333,add,312.5,
80000,256,copy,224.719,triad,333.333,scale,222.222,add,329.67,
80000,512,copy,229.885,triad,333.333,scale,312.5,add,337.079,
80000,1024,copy,312.5,triad,329.67,scale,229.885,add,337.079,
90000,32,copy,175.781,triad,263.672,scale,175.781,add,263.672,
90000,64,copy,234.375,triad,351.562,scale,234.375,add,351.562,
90000,128,copy,234.375,triad,351.562,scale,234.375,add,351.562,
90000,256,copy,250,triad,370.879,scale,239.362,add,366.848,
90000,512,copy,258.621,triad,355.263,scale,252.809,add,379.213,
90000,1024,copy,261.628,triad,362.903,scale,250,add,370.879,
100000,32,copy,195.313,triad,292.969,scale,195.313,add,292.969,
100000,64,copy,260.417,triad,390.625,scale,260.417,add,390.625,
100000,128,copy,263.158,triad,390.625,scale,260.417,add,390.625,
100000,256,copy,274.725,triad,403.226,scale,274.725,add,403.226,
100000,512,copy,280.899,triad,407.609,scale,287.356,add,412.088,
100000,1024,copy,290.698,triad,403.226,scale,284.091,add,407.609,
110000,32,copy,214.844,triad,322.266,scale,214.844,add,322.266,
110000,64,copy,286.458,triad,429.687,scale,286.458,add,429.687,
110000,128,copy,286.458,triad,429.687,scale,286.458,add,429.687,
110000,256,copy,295.699,triad,443.548,scale,292.553,add,443.548,
110000,512,copy,316.092,triad,438.83,scale,312.5,add,453.297,
110000,1024,copy,312.5,triad,448.37,scale,302.198,add,458.333,
120000,32,copy,200,triad,351.563,scale,234.375,add,298.013,
120000,64,copy,312.5,triad,468.75,scale,312.5,add,468.75,
120000,128,copy,312.5,triad,468.75,scale,312.5,add,468.75,
120000,256,copy,333.333,triad,473.684,scale,322.581,add,478.723,
120000,512,copy,344.828,triad,468.75,scale,344.828,add,478.723,
120000,1024,copy,337.079,triad,468.75,scale,337.079,add,494.505,
130000,32,copy,211.039,triad,320.724,scale,215.232,add,314.516,
130000,64,copy,260,triad,399.59,scale,275.424,add,399.59,
130000,128,copy,338.542,triad,507.812,scale,338.542,add,507.812,
130000,256,copy,345.745,triad,513.158,scale,361.111,add,518.617,
130000,512,copy,373.563,triad,518.617,scale,377.907,add,535.714,
130000,1024,copy,361.111,triad,518.617,scale,369.318,add,529.891,
140000,32,copy,222.93,triad,332.278,scale,220.126,add,328.125,
140000,64,copy,291.667,triad,430.328,scale,291.667,add,433.884,
140000,128,copy,364.583,triad,546.875,scale,364.583,add,546.875,
140000,256,copy,380.435,triad,552.632,scale,368.421,add,558.511,
140000,512,copy,388.889,triad,564.516,scale,384.615,add,570.652,
140000,1024,copy,364.583,triad,546.875,scale,372.34,add,546.875,
150000,32,copy,234.375,triad,351.563,scale,234.375,add,351.563,
150000,64,copy,304.878,triad,461.066,scale,302.419,add,450,
150000,128,copy,390.625,triad,585.937,scale,390.625,add,585.937,
150000,256,copy,407.609,triad,585.937,scale,403.226,add,598.404,
150000,512,copy,412.088,triad,604.839,scale,403.226,add,598.404,
150000,1024,copy,390.625,triad,585.937,scale,394.737,add,585.937,
160000,32,copy,250,triad,375,scale,250,add,375,
160000,64,copy,320,triad,468.75,scale,317.46,add,476.19,
160000,128,copy,416.667,triad,625,scale,416.667,add,625,
160000,256,copy,430.108,triad,631.579,scale,425.532,add,625,
160000,512,copy,416.667,triad,631.579,scale,425.532,add,625,
160000,1024,copy,416.667,triad,625,scale,416.667,add,625,
170000,32,copy,265.625,triad,398.438,scale,265.625,add,398.438,
170000,64,copy,334.646,triad,498.047,scale,332.031,add,498.047,
170000,128,copy,442.708,triad,664.062,scale,442.708,add,664.062,
170000,256,copy,456.989,triad,664.062,scale,447.368,add,664.062,
170000,512,copy,452.128,triad,671.053,scale,447.368,add,685.484,
170000,1024,copy,442.708,triad,664.062,scale,442.708,add,664.062,
180000,32,copy,281.25,triad,421.875,scale,281.25,add,421.875,
180000,64,copy,351.563,triad,527.344,scale,351.563,add,527.344,
180000,128,copy,468.75,triad,703.125,scale,468.75,add,703.125,
180000,256,copy,468.75,triad,703.125,scale,478.723,add,703.125,
180000,512,copy,478.723,triad,703.125,scale,478.723,add,703.125,
180000,1024,copy,468.75,triad,703.125,scale,468.75,add,703.125,
190000,32,copy,254.011,triad,375,scale,256.757,add,375,
190000,64,copy,371.094,triad,556.641,scale,371.094,add,556.641,
190000,128,copy,494.792,triad,742.187,scale,494.792,add,742.187,
190000,256,copy,494.792,triad,742.187,scale,494.792,add,742.187,
190000,512,copy,494.792,triad,742.187,scale,500,add,742.187,
190000,1024,copy,494.792,triad,742.187,scale,494.792,add,742.187,
