10000,32,copy,14.0449,triad,19.5312,scale,13.8889,add,20.6044,
10000,64,copy,19.5313,triad,21.8023,scale,19.5313,add,29.2969,
10000,128,copy,19.5313,triad,29.2969,scale,19.5313,add,29.2969,
10000,256,copy,19.5313,triad,21.8023,scale,14.3678,add,29.2969,
10000,512,copy,19.5313,triad,29.2969,scale,19.5313,add,29.2969,
10000,1024,copy,19.5313,triad,29.2969,scale,19.5313,add,21.8023,
20000,32,copy,26.0417,triad,39.4737,scale,26.5957,add,39.4737,
20000,64,copy,28.0899,triad,41.2088,scale,28.7356,add,42.1348,
20000,128,copy,28.4091,triad,43.6047,scale,39.0625,add,58.5938,
20000,256,copy,39.0625,triad,58.5938,scale,39.0625,add,43.1034,
20000,512,copy,39.0625,triad,43.1034,scale,39.0625,add,44.1176,
20000,1024,copy,33.7838,triad,43.6047,scale,39.0625,add,58.5938,
30000,32,copy,39.0625,triad,58.5937,scale,39.0625,add,58.5937,
30000,64,copy,40.7609,triad,60.4839,scale,40.7609,add,60.4839,
30000,128,copy,58.5938,triad,62.5,scale,58.5938,add,65.407,
30000,256,copy,58.5938,triad,64.6552,scale,43.1034,add,87.8906,
30000,512,copy,42.1348,triad,63.9205,scale,58.5938,add,66.1765,
30000,1024,copy,58.5938,triad,63.9205,scale,58.5938,add,87.8906,
40000,32,copy,52.0833,triad,78.125,scale,52.0833,add,78.125,
40000,64,copy,53.1915,triad,78.125,scale,52.0833,add,78.125,
40000,128,copy,56.8182,triad,86.2069,scale,56.8182,add,85.2273,
40000,256,copy,78.125,triad,87.2093,scale,57.4713,add,117.188,
40000,512,copy,78.125,triad,117.188,scale,78.125,add,117.188,
40000,1024,copy,78.125,triad,86.2069,scale,78.125,add,117.188,
50000,32,copy,65.1042,triad,97.6562,scale,65.1042,add,97.6562,
50000,64,copy,65.1042,triad,97.6562,scale,65.1042,add,97.6562,
50000,128,copy,69.4444,triad,104.167,scale,68.6813,add,104.167,
50000,256,copy,72.6744,triad,106.534,scale,97.6563,add,107.759,
50000,512,copy,97.6563,triad,146.484,scale,72.6744,add,146.484,
50000,1024,copy,97.6563,triad,105.337,scale,72.6744,add,106.534,
60000,32,copy,78.125,triad,117.187,scale,78.125,add,117.187,
60000,64,copy,78.125,triad,117.187,scale,78.125,add,117.187,
60000,128,copy,81.5217,triad,125,scale,82.4176,add,125,
60000,256,copy,86.2069,triad,130.814,scale,87.2093,add,127.841,
60000,512,copy,117.188,triad,127.841,scale,117.188,add,133.929,
60000,1024,copy,85.2273,triad,127.841,scale,87.2093,add,129.31,
70000,32,copy,70.5645,triad,108.471,scale,73.5294,add,107.582,
70000,64,copy,91.1458,triad,136.719,scale,91.1458,add,136.719,
70000,128,copy,94.086,triad,138.158,scale,92.1053,add,139.628,
70000,256,copy,102.941,triad,152.616,scale,100.575,add,152.616,
70000,512,copy,102.941,triad,149.148,scale,101.744,add,149.148,
70000,1024,copy,136.719,triad,154.412,scale,101.744,add,152.616,
80000,32,copy,78.125,triad,119.048,scale,80,add,118.11,
80000,64,copy,104.167,triad,156.25,scale,104.167,add,156.25,
80000,128,copy,104.167,triad,156.25,scale,104.167,add,157.895,
80000,256,copy,109.89,triad,168.539,scale,112.36,add,163.043,
80000,512,copy,109.89,triad,170.455,scale,156.25,add,174.419,
80000,1024,copy,113.636,triad,174.419,scale,156.25,add,170.455,
90000,32,copy,87.8906,triad,131.836,scale,87.8906,add,131.836,
90000,64,copy,117.187,triad,175.781,scale,117.187,add,175.781,
90000,128,copy,117.187,triad,175.781,scale,119.681,add,177.632,
90000,256,copy,123.626,triad,185.44,scale,129.31,add,191.761,
90000,512,copy,175.781,triad,191.761,scale,175.781,add,189.607,
90000,1024,copy,175.781,triad,191.761,scale,175.781,add,196.221,
100000,32,copy,97.6563,triad,146.484,scale,97.6563,add,146.484,
100000,64,copy,130.208,triad,195.312,scale,130.208,add,195.312,
100000,128,copy,130.208,triad,195.312,scale,130.208,add,195.312,
100000,256,copy,138.889,triad,208.333,scale,137.363,add,210.674,
100000,512,copy,195.313,triad,213.068,scale,195.313,add,218.023,
100000,1024,copy,195.313,triad,215.517,scale,147.059,add,220.588,
